<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,23/11/18,10:32,112470.0,112560.0,112470.0,112510.0,828
SPFB.RTS-12.18,1,23/11/18,10:33,112520.0,112550.0,112500.0,112540.0,249
SPFB.RTS-12.18,1,23/11/18,10:34,112540.0,112550.0,112520.0,112540.0,323
SPFB.RTS-12.18,1,23/11/18,10:35,112540.0,112600.0,112540.0,112590.0,642
SPFB.RTS-12.18,1,23/11/18,10:36,112590.0,112610.0,112570.0,112590.0,460
SPFB.RTS-12.18,1,23/11/18,10:37,112590.0,112590.0,112520.0,112560.0,391
SPFB.RTS-12.18,1,23/11/18,10:38,112550.0,112580.0,112540.0,112540.0,271
SPFB.RTS-12.18,1,23/11/18,10:39,112550.0,112640.0,112540.0,112630.0,672
SPFB.RTS-12.18,1,23/11/18,10:40,112630.0,112640.0,112600.0,112630.0,284
SPFB.RTS-12.18,1,23/11/18,10:41,112630.0,112660.0,112600.0,112620.0,493
SPFB.RTS-12.18,1,23/11/18,10:42,112620.0,112620.0,112550.0,112570.0,354
SPFB.RTS-12.18,1,23/11/18,10:43,112560.0,112610.0,112540.0,112610.0,271
SPFB.RTS-12.18,1,23/11/18,10:44,112610.0,112630.0,112580.0,112600.0,175
SPFB.RTS-12.18,1,23/11/18,10:45,112600.0,112630.0,112570.0,112610.0,409
SPFB.RTS-12.18,1,23/11/18,10:46,112600.0,112610.0,112580.0,112590.0,240
SPFB.RTS-12.18,1,23/11/18,10:47,112590.0,112620.0,112570.0,112620.0,503
SPFB.RTS-12.18,1,23/11/18,10:48,112620.0,112650.0,112620.0,112640.0,423
SPFB.RTS-12.18,1,23/11/18,10:49,112630.0,112720.0,112630.0,112670.0,1166
SPFB.RTS-12.18,1,23/11/18,10:50,112650.0,112700.0,112640.0,112700.0,218
SPFB.RTS-12.18,1,23/11/18,10:51,112700.0,112710.0,112640.0,112690.0,424
SPFB.RTS-12.18,1,23/11/18,10:52,112690.0,112750.0,112690.0,112750.0,666
SPFB.RTS-12.18,1,23/11/18,10:53,112750.0,112770.0,112730.0,112770.0,384
SPFB.RTS-12.18,1,23/11/18,10:54,112770.0,112820.0,112760.0,112780.0,1114
SPFB.RTS-12.18,1,23/11/18,10:55,112780.0,112840.0,112750.0,112810.0,802
SPFB.RTS-12.18,1,23/11/18,10:56,112810.0,112810.0,112750.0,112780.0,324
SPFB.RTS-12.18,1,23/11/18,10:57,112780.0,112790.0,112760.0,112770.0,170
SPFB.RTS-12.18,1,23/11/18,10:58,112780.0,112820.0,112760.0,112820.0,207
SPFB.RTS-12.18,1,23/11/18,10:59,112800.0,112810.0,112720.0,112780.0,1090
SPFB.RTS-12.18,1,23/11/18,11:00,112770.0,112780.0,112730.0,112770.0,446
SPFB.RTS-12.18,1,23/11/18,11:01,112770.0,112810.0,112730.0,112740.0,864
SPFB.RTS-12.18,1,23/11/18,11:02,112740.0,112790.0,112730.0,112760.0,331
SPFB.RTS-12.18,1,23/11/18,11:03,112750.0,112760.0,112680.0,112730.0,807
SPFB.RTS-12.18,1,23/11/18,11:04,112740.0,112750.0,112690.0,112730.0,217
SPFB.RTS-12.18,1,23/11/18,11:05,112730.0,112730.0,112680.0,112680.0,204
SPFB.RTS-12.18,1,23/11/18,11:06,112690.0,112700.0,112540.0,112610.0,1723
SPFB.RTS-12.18,1,23/11/18,11:07,112600.0,112650.0,112570.0,112610.0,647
SPFB.RTS-12.18,1,23/11/18,11:08,112600.0,112650.0,112580.0,112610.0,203
SPFB.RTS-12.18,1,23/11/18,11:09,112590.0,112640.0,112550.0,112630.0,568
SPFB.RTS-12.18,1,23/11/18,11:10,112640.0,112640.0,112550.0,112590.0,543
SPFB.RTS-12.18,1,23/11/18,11:11,112600.0,112630.0,112540.0,112550.0,303
SPFB.RTS-12.18,1,23/11/18,11:12,112560.0,112560.0,112480.0,112520.0,1350
SPFB.RTS-12.18,1,23/11/18,11:13,112520.0,112600.0,112520.0,112560.0,263
SPFB.RTS-12.18,1,23/11/18,11:14,112570.0,112640.0,112570.0,112630.0,399
SPFB.RTS-12.18,1,23/11/18,11:15,112620.0,112690.0,112600.0,112690.0,529
SPFB.RTS-12.18,1,23/11/18,11:16,112700.0,112700.0,112590.0,112660.0,636
SPFB.RTS-12.18,1,23/11/18,11:17,112670.0,112700.0,112630.0,112700.0,687
SPFB.RTS-12.18,1,23/11/18,11:18,112690.0,112770.0,112690.0,112720.0,518
SPFB.RTS-12.18,1,23/11/18,11:19,112720.0,112760.0,112670.0,112750.0,812
SPFB.RTS-12.18,1,23/11/18,11:20,112760.0,112790.0,112720.0,112770.0,466
SPFB.RTS-12.18,1,23/11/18,11:21,112780.0,112880.0,112730.0,112810.0,1618
SPFB.RTS-12.18,1,23/11/18,11:22,112810.0,112890.0,112810.0,112850.0,830
SPFB.RTS-12.18,1,23/11/18,11:23,112850.0,112850.0,112790.0,112790.0,678
SPFB.RTS-12.18,1,23/11/18,11:24,112790.0,112800.0,112720.0,112720.0,499
SPFB.RTS-12.18,1,23/11/18,11:25,112720.0,112750.0,112670.0,112730.0,812
SPFB.RTS-12.18,1,23/11/18,11:26,112730.0,112740.0,112620.0,112620.0,752
SPFB.RTS-12.18,1,23/11/18,11:27,112630.0,112740.0,112620.0,112690.0,727
SPFB.RTS-12.18,1,23/11/18,11:28,112680.0,112730.0,112650.0,112710.0,271
SPFB.RTS-12.18,1,23/11/18,11:29,112710.0,112850.0,112710.0,112810.0,720
SPFB.RTS-12.18,1,23/11/18,11:30,112810.0,112900.0,112810.0,112880.0,865
SPFB.RTS-12.18,1,23/11/18,11:31,112890.0,112890.0,112690.0,112710.0,1206
SPFB.RTS-12.18,1,23/11/18,11:32,112710.0,112760.0,112640.0,112670.0,736
SPFB.RTS-12.18,1,23/11/18,11:33,112660.0,112690.0,112630.0,112670.0,491
SPFB.RTS-12.18,1,23/11/18,11:34,112660.0,112690.0,112620.0,112640.0,365
SPFB.RTS-12.18,1,23/11/18,11:35,112630.0,112650.0,112570.0,112650.0,737
SPFB.RTS-12.18,1,23/11/18,11:36,112650.0,112650.0,112530.0,112570.0,1178
SPFB.RTS-12.18,1,23/11/18,11:37,112560.0,112650.0,112550.0,112640.0,527
SPFB.RTS-12.18,1,23/11/18,11:38,112640.0,112640.0,112540.0,112560.0,334
SPFB.RTS-12.18,1,23/11/18,11:39,112560.0,112650.0,112500.0,112610.0,934
SPFB.RTS-12.18,1,23/11/18,11:40,112590.0,112600.0,112540.0,112560.0,409
SPFB.RTS-12.18,1,23/11/18,11:41,112550.0,112660.0,112550.0,112650.0,541
SPFB.RTS-12.18,1,23/11/18,11:42,112660.0,112760.0,112620.0,112690.0,1035
SPFB.RTS-12.18,1,23/11/18,11:43,112700.0,112720.0,112640.0,112700.0,316
SPFB.RTS-12.18,1,23/11/18,11:44,112700.0,112780.0,112700.0,112760.0,458
SPFB.RTS-12.18,1,23/11/18,11:45,112750.0,112780.0,112710.0,112730.0,396
SPFB.RTS-12.18,1,23/11/18,11:46,112720.0,112760.0,112690.0,112690.0,354
SPFB.RTS-12.18,1,23/11/18,11:47,112700.0,112730.0,112670.0,112720.0,283
SPFB.RTS-12.18,1,23/11/18,11:48,112720.0,112730.0,112690.0,112690.0,129
SPFB.RTS-12.18,1,23/11/18,11:49,112700.0,112710.0,112680.0,112680.0,214
SPFB.RTS-12.18,1,23/11/18,11:50,112680.0,112710.0,112650.0,112650.0,213
SPFB.RTS-12.18,1,23/11/18,11:51,112650.0,112710.0,112650.0,112690.0,204
SPFB.RTS-12.18,1,23/11/18,11:52,112680.0,112760.0,112680.0,112730.0,447
SPFB.RTS-12.18,1,23/11/18,11:53,112740.0,112750.0,112690.0,112690.0,147
SPFB.RTS-12.18,1,23/11/18,11:54,112680.0,112700.0,112610.0,112650.0,637
SPFB.RTS-12.18,1,23/11/18,11:55,112660.0,112660.0,112620.0,112630.0,108
SPFB.RTS-12.18,1,23/11/18,11:56,112610.0,112640.0,112590.0,112630.0,187
SPFB.RTS-12.18,1,23/11/18,11:57,112640.0,112650.0,112590.0,112620.0,140
SPFB.RTS-12.18,1,23/11/18,11:58,112630.0,112650.0,112610.0,112650.0,104
SPFB.RTS-12.18,1,23/11/18,11:59,112650.0,112690.0,112640.0,112690.0,172
SPFB.RTS-12.18,1,23/11/18,12:00,112670.0,112710.0,112630.0,112640.0,410
SPFB.RTS-12.18,1,23/11/18,12:01,112640.0,112640.0,112570.0,112610.0,702
SPFB.RTS-12.18,1,23/11/18,12:02,112620.0,112650.0,112600.0,112620.0,261
SPFB.RTS-12.18,1,23/11/18,12:03,112640.0,112700.0,112620.0,112700.0,340
SPFB.RTS-12.18,1,23/11/18,12:04,112680.0,112700.0,112650.0,112680.0,182
SPFB.RTS-12.18,1,23/11/18,12:05,112690.0,112720.0,112670.0,112710.0,202
SPFB.RTS-12.18,1,23/11/18,12:06,112690.0,112690.0,112650.0,112670.0,80
SPFB.RTS-12.18,1,23/11/18,12:07,112680.0,112680.0,112620.0,112620.0,112
SPFB.RTS-12.18,1,23/11/18,12:08,112620.0,112640.0,112590.0,112610.0,344
SPFB.RTS-12.18,1,23/11/18,12:09,112610.0,112650.0,112580.0,112650.0,273
SPFB.RTS-12.18,1,23/11/18,12:10,112640.0,112650.0,112630.0,112640.0,22
SPFB.RTS-12.18,1,23/11/18,12:11,112630.0,112660.0,112620.0,112660.0,250
SPFB.RTS-12.18,1,23/11/18,12:12,112660.0,112660.0,112630.0,112630.0,147
SPFB.RTS-12.18,1,23/11/18,12:13,112640.0,112640.0,112590.0,112600.0,250
SPFB.RTS-12.18,1,23/11/18,12:14,112620.0,112740.0,112570.0,112720.0,1494
SPFB.RTS-12.18,1,23/11/18,12:15,112710.0,112780.0,112700.0,112750.0,594
SPFB.RTS-12.18,1,23/11/18,12:16,112760.0,112800.0,112710.0,112750.0,585
SPFB.RTS-12.18,1,23/11/18,12:17,112760.0,112780.0,112690.0,112720.0,426
SPFB.RTS-12.18,1,23/11/18,12:18,112710.0,112770.0,112710.0,112770.0,173
SPFB.RTS-12.18,1,23/11/18,12:19,112770.0,112770.0,112720.0,112740.0,141
SPFB.RTS-12.18,1,23/11/18,12:20,112750.0,112770.0,112720.0,112760.0,247
SPFB.RTS-12.18,1,23/11/18,12:21,112750.0,112760.0,112700.0,112700.0,306
SPFB.RTS-12.18,1,23/11/18,12:22,112700.0,112710.0,112580.0,112610.0,1303
SPFB.RTS-12.18,1,23/11/18,12:23,112600.0,112610.0,112520.0,112570.0,1116
SPFB.RTS-12.18,1,23/11/18,12:24,112570.0,112620.0,112560.0,112610.0,431
SPFB.RTS-12.18,1,23/11/18,12:25,112610.0,112710.0,112610.0,112710.0,448
SPFB.RTS-12.18,1,23/11/18,12:26,112700.0,112700.0,112620.0,112640.0,230
SPFB.RTS-12.18,1,23/11/18,12:27,112630.0,112630.0,112600.0,112610.0,137
SPFB.RTS-12.18,1,23/11/18,12:28,112610.0,112650.0,112600.0,112650.0,430
SPFB.RTS-12.18,1,23/11/18,12:29,112640.0,112690.0,112640.0,112670.0,169
SPFB.RTS-12.18,1,23/11/18,12:30,112650.0,112660.0,112570.0,112580.0,645
SPFB.RTS-12.18,1,23/11/18,12:31,112580.0,112590.0,112420.0,112480.0,3407
SPFB.RTS-12.18,1,23/11/18,12:32,112480.0,112560.0,112470.0,112560.0,419
SPFB.RTS-12.18,1,23/11/18,12:33,112550.0,112620.0,112540.0,112600.0,580
SPFB.RTS-12.18,1,23/11/18,12:34,112590.0,112610.0,112540.0,112570.0,235
SPFB.RTS-12.18,1,23/11/18,12:35,112570.0,112590.0,112510.0,112510.0,255
SPFB.RTS-12.18,1,23/11/18,12:36,112530.0,112560.0,112520.0,112550.0,192
SPFB.RTS-12.18,1,23/11/18,12:37,112540.0,112600.0,112520.0,112580.0,420
SPFB.RTS-12.18,1,23/11/18,12:38,112570.0,112610.0,112530.0,112540.0,323
SPFB.RTS-12.18,1,23/11/18,12:39,112540.0,112580.0,112530.0,112580.0,89
SPFB.RTS-12.18,1,23/11/18,12:40,112580.0,112590.0,112530.0,112580.0,149
SPFB.RTS-12.18,1,23/11/18,12:41,112580.0,112620.0,112550.0,112580.0,209
SPFB.RTS-12.18,1,23/11/18,12:42,112590.0,112600.0,112580.0,112580.0,61
SPFB.RTS-12.18,1,23/11/18,12:43,112570.0,112580.0,112540.0,112560.0,109
SPFB.RTS-12.18,1,23/11/18,12:44,112560.0,112570.0,112500.0,112510.0,326
SPFB.RTS-12.18,1,23/11/18,12:45,112500.0,112560.0,112500.0,112550.0,170
SPFB.RTS-12.18,1,23/11/18,12:46,112550.0,112580.0,112550.0,112560.0,229
SPFB.RTS-12.18,1,23/11/18,12:47,112560.0,112600.0,112550.0,112570.0,186
SPFB.RTS-12.18,1,23/11/18,12:48,112570.0,112570.0,112520.0,112540.0,253
SPFB.RTS-12.18,1,23/11/18,12:49,112530.0,112610.0,112530.0,112610.0,194
SPFB.RTS-12.18,1,23/11/18,12:50,112600.0,112650.0,112590.0,112630.0,300
SPFB.RTS-12.18,1,23/11/18,12:51,112630.0,112640.0,112560.0,112580.0,209
SPFB.RTS-12.18,1,23/11/18,12:52,112580.0,112650.0,112580.0,112640.0,154
SPFB.RTS-12.18,1,23/11/18,12:53,112640.0,112650.0,112620.0,112620.0,275
SPFB.RTS-12.18,1,23/11/18,12:54,112620.0,112630.0,112570.0,112570.0,147
SPFB.RTS-12.18,1,23/11/18,12:55,112570.0,112610.0,112570.0,112610.0,113
SPFB.RTS-12.18,1,23/11/18,12:56,112600.0,112600.0,112570.0,112570.0,134
SPFB.RTS-12.18,1,23/11/18,12:57,112580.0,112580.0,112560.0,112580.0,148
SPFB.RTS-12.18,1,23/11/18,12:58,112590.0,112600.0,112590.0,112600.0,68
SPFB.RTS-12.18,1,23/11/18,12:59,112580.0,112590.0,112570.0,112580.0,59
SPFB.RTS-12.18,1,23/11/18,13:00,112590.0,112600.0,112570.0,112570.0,147
SPFB.RTS-12.18,1,23/11/18,13:01,112570.0,112600.0,112550.0,112560.0,305
SPFB.RTS-12.18,1,23/11/18,13:02,112550.0,112570.0,112510.0,112560.0,367
SPFB.RTS-12.18,1,23/11/18,13:03,112570.0,112570.0,112510.0,112510.0,309
SPFB.RTS-12.18,1,23/11/18,13:04,112510.0,112560.0,112500.0,112560.0,213
SPFB.RTS-12.18,1,23/11/18,13:05,112550.0,112560.0,112550.0,112550.0,76
SPFB.RTS-12.18,1,23/11/18,13:06,112550.0,112550.0,112530.0,112550.0,104
SPFB.RTS-12.18,1,23/11/18,13:07,112550.0,112570.0,112530.0,112560.0,196
SPFB.RTS-12.18,1,23/11/18,13:08,112560.0,112600.0,112540.0,112590.0,208
SPFB.RTS-12.18,1,23/11/18,13:09,112600.0,112600.0,112580.0,112580.0,31
SPFB.RTS-12.18,1,23/11/18,13:10,112570.0,112590.0,112560.0,112570.0,43
SPFB.RTS-12.18,1,23/11/18,13:11,112550.0,112600.0,112550.0,112580.0,120
SPFB.RTS-12.18,1,23/11/18,13:12,112590.0,112650.0,112590.0,112650.0,371
SPFB.RTS-12.18,1,23/11/18,13:13,112650.0,112730.0,112640.0,112700.0,558
SPFB.RTS-12.18,1,23/11/18,13:14,112690.0,112710.0,112650.0,112670.0,271
SPFB.RTS-12.18,1,23/11/18,13:15,112670.0,112670.0,112630.0,112660.0,116
SPFB.RTS-12.18,1,23/11/18,13:16,112650.0,112670.0,112610.0,112610.0,308
SPFB.RTS-12.18,1,23/11/18,13:17,112610.0,112630.0,112580.0,112590.0,283
SPFB.RTS-12.18,1,23/11/18,13:18,112600.0,112620.0,112580.0,112580.0,191
SPFB.RTS-12.18,1,23/11/18,13:19,112580.0,112590.0,112540.0,112590.0,371
SPFB.RTS-12.18,1,23/11/18,13:20,112580.0,112590.0,112550.0,112560.0,155
SPFB.RTS-12.18,1,23/11/18,13:21,112550.0,112580.0,112520.0,112540.0,265
SPFB.RTS-12.18,1,23/11/18,13:22,112560.0,112560.0,112520.0,112560.0,99
SPFB.RTS-12.18,1,23/11/18,13:23,112560.0,112570.0,112550.0,112570.0,69
SPFB.RTS-12.18,1,23/11/18,13:24,112560.0,112580.0,112560.0,112570.0,45
SPFB.RTS-12.18,1,23/11/18,13:25,112560.0,112570.0,112550.0,112570.0,75
SPFB.RTS-12.18,1,23/11/18,13:26,112560.0,112570.0,112500.0,112530.0,444
SPFB.RTS-12.18,1,23/11/18,13:27,112520.0,112530.0,112500.0,112520.0,73
SPFB.RTS-12.18,1,23/11/18,13:28,112510.0,112540.0,112510.0,112510.0,83
SPFB.RTS-12.18,1,23/11/18,13:29,112520.0,112520.0,112320.0,112330.0,3290
SPFB.RTS-12.18,1,23/11/18,13:30,112320.0,112330.0,112180.0,112180.0,4974
SPFB.RTS-12.18,1,23/11/18,13:31,112180.0,112260.0,112150.0,112190.0,2537
SPFB.RTS-12.18,1,23/11/18,13:32,112200.0,112240.0,112110.0,112120.0,1615
SPFB.RTS-12.18,1,23/11/18,13:33,112120.0,112130.0,112030.0,112080.0,2415
SPFB.RTS-12.18,1,23/11/18,13:34,112080.0,112150.0,112050.0,112120.0,1288
SPFB.RTS-12.18,1,23/11/18,13:35,112120.0,112150.0,112070.0,112100.0,796
SPFB.RTS-12.18,1,23/11/18,13:36,112100.0,112110.0,111980.0,112010.0,2614
SPFB.RTS-12.18,1,23/11/18,13:37,112010.0,112010.0,111830.0,111830.0,3967
SPFB.RTS-12.18,1,23/11/18,13:38,111850.0,111920.0,111770.0,111810.0,3332
SPFB.RTS-12.18,1,23/11/18,13:39,111810.0,111840.0,111740.0,111800.0,2953
SPFB.RTS-12.18,1,23/11/18,13:40,111810.0,111850.0,111740.0,111810.0,1139
SPFB.RTS-12.18,1,23/11/18,13:41,111830.0,111830.0,111750.0,111790.0,1002
SPFB.RTS-12.18,1,23/11/18,13:42,111790.0,111870.0,111760.0,111850.0,1073
SPFB.RTS-12.18,1,23/11/18,13:43,111850.0,111920.0,111830.0,111880.0,1176
SPFB.RTS-12.18,1,23/11/18,13:44,111870.0,111930.0,111860.0,111920.0,1003
SPFB.RTS-12.18,1,23/11/18,13:45,111910.0,111960.0,111850.0,111930.0,914
SPFB.RTS-12.18,1,23/11/18,13:46,111930.0,111940.0,111850.0,111900.0,1141
SPFB.RTS-12.18,1,23/11/18,13:47,111900.0,111910.0,111860.0,111890.0,368
SPFB.RTS-12.18,1,23/11/18,13:48,111880.0,111940.0,111850.0,111920.0,467
SPFB.RTS-12.18,1,23/11/18,13:49,111940.0,111940.0,111870.0,111910.0,506
SPFB.RTS-12.18,1,23/11/18,13:50,111900.0,111930.0,111850.0,111850.0,503
SPFB.RTS-12.18,1,23/11/18,13:51,111870.0,111880.0,111820.0,111870.0,445
SPFB.RTS-12.18,1,23/11/18,13:52,111870.0,111900.0,111840.0,111870.0,330
SPFB.RTS-12.18,1,23/11/18,13:53,111870.0,111890.0,111840.0,111870.0,181
SPFB.RTS-12.18,1,23/11/18,13:54,111880.0,111940.0,111880.0,111920.0,276
SPFB.RTS-12.18,1,23/11/18,13:55,111920.0,111920.0,111840.0,111920.0,476
SPFB.RTS-12.18,1,23/11/18,13:56,111920.0,111920.0,111690.0,111710.0,1529
SPFB.RTS-12.18,1,23/11/18,13:57,111710.0,111830.0,111660.0,111810.0,1498
SPFB.RTS-12.18,1,23/11/18,13:58,111820.0,111820.0,111750.0,111800.0,420
SPFB.RTS-12.18,1,23/11/18,13:59,111790.0,111820.0,111760.0,111810.0,415
SPFB.RTS-12.18,1,23/11/18,14:00,111810.0,111820.0,111660.0,111670.0,1022
SPFB.RTS-12.18,1,23/11/18,14:06,111680.0,111790.0,111670.0,111740.0,1526
SPFB.RTS-12.18,1,23/11/18,14:07,111740.0,111740.0,111680.0,111700.0,518
SPFB.RTS-12.18,1,23/11/18,14:08,111700.0,111720.0,111620.0,111660.0,784
SPFB.RTS-12.18,1,23/11/18,14:09,111650.0,111710.0,111650.0,111690.0,454
SPFB.RTS-12.18,1,23/11/18,14:10,111680.0,111700.0,111620.0,111660.0,529
SPFB.RTS-12.18,1,23/11/18,14:11,111660.0,111720.0,111600.0,111650.0,1815
SPFB.RTS-12.18,1,23/11/18,14:12,111650.0,111660.0,111610.0,111610.0,699
SPFB.RTS-12.18,1,23/11/18,14:13,111610.0,111610.0,111580.0,111590.0,459
SPFB.RTS-12.18,1,23/11/18,14:14,111600.0,111620.0,111590.0,111620.0,344
SPFB.RTS-12.18,1,23/11/18,14:15,111610.0,111650.0,111600.0,111630.0,411
SPFB.RTS-12.18,1,23/11/18,14:16,111630.0,111690.0,111620.0,111680.0,820
SPFB.RTS-12.18,1,23/11/18,14:17,111670.0,111750.0,111670.0,111730.0,814
SPFB.RTS-12.18,1,23/11/18,14:18,111750.0,111770.0,111710.0,111760.0,557
SPFB.RTS-12.18,1,23/11/18,14:19,111770.0,111770.0,111710.0,111750.0,284
SPFB.RTS-12.18,1,23/11/18,14:20,111750.0,111770.0,111720.0,111730.0,130
SPFB.RTS-12.18,1,23/11/18,14:21,111730.0,111790.0,111730.0,111740.0,264
SPFB.RTS-12.18,1,23/11/18,14:22,111750.0,111760.0,111720.0,111750.0,297
SPFB.RTS-12.18,1,23/11/18,14:23,111730.0,111750.0,111720.0,111740.0,128
SPFB.RTS-12.18,1,23/11/18,14:24,111730.0,111770.0,111710.0,111760.0,349
SPFB.RTS-12.18,1,23/11/18,14:25,111760.0,111760.0,111710.0,111720.0,175
SPFB.RTS-12.18,1,23/11/18,14:26,111720.0,111740.0,111690.0,111720.0,381
SPFB.RTS-12.18,1,23/11/18,14:27,111730.0,111770.0,111710.0,111730.0,151
SPFB.RTS-12.18,1,23/11/18,14:28,111720.0,111750.0,111700.0,111750.0,209
SPFB.RTS-12.18,1,23/11/18,14:29,111760.0,111780.0,111750.0,111770.0,239
SPFB.RTS-12.18,1,23/11/18,14:30,111760.0,111770.0,111710.0,111730.0,187
SPFB.RTS-12.18,1,23/11/18,14:31,111740.0,111920.0,111700.0,111910.0,1689
SPFB.RTS-12.18,1,23/11/18,14:32,111900.0,111950.0,111840.0,111850.0,723
SPFB.RTS-12.18,1,23/11/18,14:33,111850.0,111850.0,111800.0,111810.0,747
SPFB.RTS-12.18,1,23/11/18,14:34,111830.0,111830.0,111790.0,111800.0,354
SPFB.RTS-12.18,1,23/11/18,14:35,111810.0,111810.0,111780.0,111790.0,205
SPFB.RTS-12.18,1,23/11/18,14:36,111790.0,111820.0,111770.0,111810.0,241
SPFB.RTS-12.18,1,23/11/18,14:37,111810.0,111820.0,111770.0,111770.0,301
SPFB.RTS-12.18,1,23/11/18,14:38,111770.0,111790.0,111750.0,111760.0,174
SPFB.RTS-12.18,1,23/11/18,14:39,111760.0,111790.0,111750.0,111780.0,207
SPFB.RTS-12.18,1,23/11/18,14:40,111770.0,111820.0,111750.0,111810.0,381
SPFB.RTS-12.18,1,23/11/18,14:41,111820.0,111870.0,111790.0,111800.0,507
SPFB.RTS-12.18,1,23/11/18,14:42,111800.0,111820.0,111780.0,111780.0,286
SPFB.RTS-12.18,1,23/11/18,14:43,111770.0,111800.0,111770.0,111780.0,121
SPFB.RTS-12.18,1,23/11/18,14:44,111780.0,111830.0,111780.0,111800.0,208
SPFB.RTS-12.18,1,23/11/18,14:45,111800.0,111840.0,111800.0,111820.0,163
SPFB.RTS-12.18,1,23/11/18,14:46,111840.0,111840.0,111770.0,111790.0,213
SPFB.RTS-12.18,1,23/11/18,14:47,111800.0,111820.0,111760.0,111800.0,311
SPFB.RTS-12.18,1,23/11/18,14:48,111790.0,111820.0,111790.0,111800.0,65
SPFB.RTS-12.18,1,23/11/18,14:49,111800.0,111810.0,111780.0,111810.0,69
SPFB.RTS-12.18,1,23/11/18,14:50,111800.0,111810.0,111780.0,111810.0,159
SPFB.RTS-12.18,1,23/11/18,14:51,111810.0,111820.0,111790.0,111800.0,127
SPFB.RTS-12.18,1,23/11/18,14:52,111790.0,111790.0,111760.0,111760.0,172
SPFB.RTS-12.18,1,23/11/18,14:53,111770.0,111840.0,111750.0,111810.0,301
SPFB.RTS-12.18,1,23/11/18,14:54,111800.0,111810.0,111780.0,111800.0,103
SPFB.RTS-12.18,1,23/11/18,14:55,111800.0,111800.0,111760.0,111780.0,109
SPFB.RTS-12.18,1,23/11/18,14:56,111790.0,111790.0,111730.0,111770.0,333
SPFB.RTS-12.18,1,23/11/18,14:57,111780.0,111840.0,111770.0,111830.0,272
SPFB.RTS-12.18,1,23/11/18,14:58,111820.0,111840.0,111770.0,111770.0,143
SPFB.RTS-12.18,1,23/11/18,14:59,111770.0,111790.0,111740.0,111770.0,383
SPFB.RTS-12.18,1,23/11/18,15:00,111760.0,111780.0,111740.0,111770.0,62
SPFB.RTS-12.18,1,23/11/18,15:01,111780.0,111820.0,111750.0,111800.0,209
SPFB.RTS-12.18,1,23/11/18,15:02,111790.0,111800.0,111770.0,111780.0,101
SPFB.RTS-12.18,1,23/11/18,15:03,111780.0,111800.0,111760.0,111800.0,227
SPFB.RTS-12.18,1,23/11/18,15:04,111800.0,111820.0,111770.0,111820.0,148
SPFB.RTS-12.18,1,23/11/18,15:05,111820.0,111860.0,111820.0,111860.0,288
SPFB.RTS-12.18,1,23/11/18,15:06,111860.0,111860.0,111770.0,111790.0,324
SPFB.RTS-12.18,1,23/11/18,15:07,111790.0,111790.0,111740.0,111750.0,264
SPFB.RTS-12.18,1,23/11/18,15:08,111750.0,111770.0,111720.0,111750.0,335
SPFB.RTS-12.18,1,23/11/18,15:09,111760.0,111780.0,111720.0,111750.0,416
SPFB.RTS-12.18,1,23/11/18,15:10,111750.0,111750.0,111700.0,111720.0,672
SPFB.RTS-12.18,1,23/11/18,15:11,111730.0,111770.0,111710.0,111760.0,197
SPFB.RTS-12.18,1,23/11/18,15:12,111770.0,111780.0,111710.0,111730.0,644
SPFB.RTS-12.18,1,23/11/18,15:13,111740.0,111790.0,111720.0,111780.0,518
SPFB.RTS-12.18,1,23/11/18,15:14,111790.0,111820.0,111760.0,111820.0,295
SPFB.RTS-12.18,1,23/11/18,15:15,111800.0,111810.0,111770.0,111790.0,161
SPFB.RTS-12.18,1,23/11/18,15:16,111790.0,111830.0,111760.0,111820.0,473
SPFB.RTS-12.18,1,23/11/18,15:17,111820.0,111880.0,111810.0,111880.0,1034
SPFB.RTS-12.18,1,23/11/18,15:18,111870.0,111880.0,111830.0,111840.0,261
SPFB.RTS-12.18,1,23/11/18,15:19,111840.0,111880.0,111830.0,111870.0,246
SPFB.RTS-12.18,1,23/11/18,15:20,111870.0,111870.0,111840.0,111840.0,98
SPFB.RTS-12.18,1,23/11/18,15:21,111830.0,111850.0,111820.0,111830.0,171
SPFB.RTS-12.18,1,23/11/18,15:22,111830.0,111840.0,111780.0,111820.0,292
SPFB.RTS-12.18,1,23/11/18,15:23,111820.0,111860.0,111810.0,111850.0,283
SPFB.RTS-12.18,1,23/11/18,15:24,111850.0,111880.0,111840.0,111860.0,221
SPFB.RTS-12.18,1,23/11/18,15:25,111860.0,111890.0,111840.0,111890.0,253
SPFB.RTS-12.18,1,23/11/18,15:26,111890.0,111930.0,111860.0,111880.0,348
SPFB.RTS-12.18,1,23/11/18,15:27,111860.0,111900.0,111860.0,111880.0,88
SPFB.RTS-12.18,1,23/11/18,15:28,111890.0,111890.0,111850.0,111850.0,64
SPFB.RTS-12.18,1,23/11/18,15:29,111830.0,111840.0,111800.0,111840.0,325
SPFB.RTS-12.18,1,23/11/18,15:30,111840.0,111890.0,111840.0,111860.0,390
SPFB.RTS-12.18,1,23/11/18,15:31,111840.0,111880.0,111840.0,111860.0,203
